Codigo;Data Nasc;Bairro;Cidade;Sexo
0034621;;ROSARINHO;RECIFE;M
0034624;;AFOGADOS;RECIFE;M
0034634;;ENG. DO MEIO;RECIFE;M
0034639;;PORTO DE GALINHAS;IPOJUCA;M
0034642;;GUADALAJARA;PAUDALHO;M
0034646;;IMBIRIBEIRA;RECIFE;M
0034649;;CANDEIAS;JABOATÃO DOS GUARARAPES;M
0034652;;CORDEIRO;RECIFE;M
0034659;;PEIDADE;JABOATÃO DOS GUARARAPES;M
0034661;;BARRO;RECIFE;F
0034671;;CORDEIRO;RECIFE;M
0034679;;TORRE;RECIFE;M
0034681;;PONTES CARVALHO;CABO DE SANTO AGOSTINHO;M
0034695;;MARACAIPE;IPOJUCA;M
0034699;;BARRO;RECIFE;M
0034700;;IPUTINGA;RECIFE;M
0034710;;VARZEA;RECIFE;F
0034711;;MARANGUAPE I;PAULISTA;M
0034713;;VARZEA;RECIFE;M
0034714;;CURADO III;JABOATÃO DOS GUARARAPES;M
0034727;;COHAB;CABO DE SANTO AGOSTINHO;M
0034734;;CORDEIRO;RECIFE;M
0034736;;CORDEIRO;RECIFE;M
0034740;;CORREGO JENIPAPO;RECIFE;M
0034745;;CAXANGA;RECIFE;M
0034770;;IPUTINGA;RECIFE;M
0034775;;ALTO SANTO ANTÔNIO;CAMARAGIBE;M
0034780;;IPUTINGA;RECIFE;M
0034791;;JARDIM PAULISTA;PAULISTA;M
0034806;;CASA CAIADA;OLINDA;M
0034823;;PRADO;RECIFE;F
0034829;;IPUTINGA;RECIFE;M
0034833;;VARZEA;RECIFE;M
0034834;;IBUR;JABOATÃO DOS GUARARAPES;M
0034835;;AFOGADOS;RECIFE;M
0034845;;SAO JOSE;RECIFE;M
0034849;;SANTANA;CAMARAGIBE;M
0034850;;CAXANGA;RECIFE;M
0034852;;ZUMBI;RECIFE;M
0034866;;JANGA;PAULISTA;M
0034872;;IPSEP;RECIFE;M
0034875;;CENTRO;SURUBIM;F
0034877;;TORROES;RECIFE;M
0034880;;BOA VIAGEM;RECIFE;M
0034889;;PINA;RECIFE;F
0034891;;CENTRO;IBIRAJUBA;M
0034903;;BOA VISTA;CARUARU;M
0034908;;TORROES;RECIFE;M
0034911;;CENTRO;PRIMAVERA;M
0034917;;TORRE;RECIFE;F
0034921;;TORROES;RECIFE;F
0034922;;HIPODROMO;RECIFE;F
0034923;;VARZEA;RECIFE;M
0034927;;IPUTINGA;RECIFE;M
0034933;;IPUTINGA;RECIFE;F
0034935;;BOA VISTA;RECIFE;M
0034936;;MURIBECA;JABOATÃO DOS GUARARAPES;M
0034937;;FLORESTINHA;CARPINA;M
0034938;;AFLITOS;RECIFE;M
0034947;;;ILHA DOIS CARNEIROS  JABOATÃO DOS GUARARAPES;M
0034948;;TORRE;RECIFE;M
0034950;;TORROES;RECIFE;M
0034951;;IPUTINGA;RECIFE;M
0034958;;CORDEIRO;RECIFE;M
0034968;;AFOGADOS;RECIFE;M
0034969;;AREIAS;RECIFE;M
0034970;;IPUTINGA;RECIFE;F
0034971;;NOVA TIUMA;SÃO LOURENÇO DA MATA;M
0034974;;TIMBI;CAMARAGIBE;M
0034984;;JARDIM SAO PAULO;RECIFE;M
0034987;;CORDEIRO;RECIFE;M
0034992;;VILA RICA;JABOATÃO DOS GUARARAPES;M
0035006;;MARANGUAPE I;PAULISTA;M
0035012;;GUABIRABA;RECIFE;
0035013;;PLANALTO;ABREU E LIMA;M
0035031;;ENGENHO DO MEIO;RECIFE;M
0035041;;ENCRUZILHADA;RECIFE;M
0035050;;CURADO II;JABOATÃO DOS GUARARAPES;M
0035069;;CAMPO GRANDE;RECIFE;M
0035055;;ALTO DA BOA VISTA;CAMARAGIBE;M
0035057;;PRADO;RECIFE;F
0035062;;TORROES;RECIFE;M
0035068;;CURADO III;JABOATÃO DOS GUARARAPES;M
0035073;;ZUMBI;RECIFE;M
0035074;;IBURA;RECIFE;M
0035082;;ALTO JOSE DO PINHO;RECIFE;M
0035100;;MONTE VERDE;RECIFE;M
0035109;;JADIM SAO PAULO;RECIFE;M
0035113;;SAO JOSE;RECIFE;M
0035122;;ARRUDA;RECIFE;M
0035123;;ALDEIA;CAMARAGIBE;M
0035124;;IPUTINGA;RECIFE;M
0035126;;PIEDADE;JABOATÃO DOS GUARARAPES;M
0035131;;TEJIPIO;RECIFE;M
0035133;;CASA AMARELA;RECIFE;M
0035139;;PARQUE CAPIBARIBE;SÃO LOURENÇO DA MATA;M
0035141;;SAN MARTIN;RECIFE;M
0035143;;TIMBI;CAMARAGIBE;M
0035164;;JARDIM PRIMAVERA;CAMARAGIBE;M
0035168;;MADALENA;RECIFE;M
0035173;;ENGENHO DO MEIO;RECIFE;M
0035174;;SANCHO;RECIFE;M
0035179;;CENTRO;CAMARAGIBE;M
0035186;;BOA VISTA;RECIFE;M
0035184;;JUA;NAZARÉ DA MATA;F
0035191;;VARZEA;RECIFE;M
0035192;;GARAPU;CABO DE SANTO AGOSTINHO;M
0035193;;;VALENTINA DE FIGUEIR JOÃO PESSOA;M
0035208;;TORROES;RECIFE;M
0035214;;TIMBI;CAMARAGIBE;M
0035218;;MADALENA;RECIFE;M
0035225;;ZUMBI;RECIFE;M
0035230;;VILA DA FABRICA;CAMARAGIBE;M
0035231;;TIMBI;CAMARAGIBE;F
0035234;;IBIRIBEIRA;RECIFE;M
0035236;;VILA DA FABRICA;CAMARAGIBE;M
0035246;;PARQUE CAPIBARIBE;SÃO LOURENÇO DA MATA;M
0035251;;SANCHO;RECIFE;M
0035260;;JORDAO;RECIFE;M
0035284;;ENGENHO DO MEIO;RECIFE;M
0035285;;TORROES;RECIFE;M
0035294;;CENTRO;FREI MIGUELINHO;M
0035302;;CORDEIRO;RECIFE;M
0035334;;SITIO DOS PINTOS;RECIFE;M
0035354;;VARZEA;RECIFE;M
0035357;;IPUTINGA;RECIFE;M
0035360;;JARDIM JORDAO;JABOATÃO DOS GUARARAPES;M
0035364;;MARCOS FREIRE;JABOATÃO DOS GUARARAPES;M
0035367;;VARZEA;RECIFE;F
0035376;;ENGENHO DO MEIO;RECIFE;F
0035377;;AREIAS;RECIFE;M
0035386;;;CARUARU;M
0035393;;VARZEA;RECIFE;M
0035397;;CAXANGA;RECIFE;M
0035398;;VARZEA;RECIFE;M
0035408;;NOVA DESCOBERTA;RECIFE;M
0035411;;SANTO AMARO;RECIFE;M
0035414;;IMBIRIBEIRA;RECIFE;M
0035434;;JARDIM PRIMAVERA;CAMARAGIBE;M
0035446;;VARZEA;RECIFE;M
0035450;;JARDIM ATLANTICO;OLINDA;M
0035453;;ALTO BOA VISTA;RECIFE;M
0035455;;CAJUEIRO SECO;JABOATÃO DOS GUARARAPES;M
0035457;;BARRO;RECIFE;M
0035470;;CAETES I;ABREU E LIMA;M
0035471;;COMPORTA;JABOATÃO DOS GUARARAPES;M
0035473;;CDU;LUÍS EDUARDO MAGALHÃES;M
0047896;;MADALENA;RECIFE;M
0035479;;SAN MARTIN;RECIFE;M
0035485;;UR-06;JABOATÃO DOS GUARARAPES;M
0035490;;APIPUCOS;RECIFE;M
0035491;;JARDIM PRIMAVERA;CAMARAGIBE;M
0035500;;CAJUEIRO;RECIFE;M
0035501;;CORDEIRO;RECIFE;F
0035507;;DOIS IRMAOS;RECIFE;M
0035512;;MADALENA;RECIFE;M
0035515;;JOANA BEZERRA;RECIFE;M
0035525;;JOANA BEZERRA;RECIFE;M
0034419;;CORDEIRO;RECIFE;M
0035545;;SAN MARTIN;RECIFE;M
0126942;;CORDEIRO;RECIFE;M
0035549;;CORDEIRO;RECIFE;F
0035551;;CENTRO;MORENO;M
0035556;;ALPES SUICOS;GRAVATÁ;M
0035563;;AFOGADOS;RECIFE;M
0035565;;SAN MARTIN;RECIFE;M
0035570;;MARCOS FREIRE;JABOATÃO DOS GUARARAPES;M
0035572;;ALDEIA;PAUDALHO;M
0035577;;PADRE ROMA;JABOATÃO DOS GUARARAPES;M
0035585;;PRAZERES;JABOATÃO DOS GUARARAPES;M
0035589;;TORROES;RECIFE;M
0035595;;CORDEIRO;RECIFE;M
0035601;;ARRUDA;RECIFE;M
0035602;;BOA VIAGEM;RECIFE;M
0035607;;SUCUPIRA;JABOATÃO DOS GUARARAPES;F
0035611;;AREAS;RECIFE;M
0035612;;JARDIM FRAGOSO;OLINDA;M
0035618;;ZUMBI;RECIFE;F
0035625;;PIEDADE;JABOATÃO DOS GUARARAPES;M
0035643;;BOA VISTA;RECIFE;M
0035661;;GUABIRABA;RECIFE;
0035657;;BOA VISTA;RECIFE;M
0035668;;JANGA;PAULISTA;M
0035672;;BOA VIAGEM;RECIFE;M
0035673;;CURADO;JABOATÃO DOS GUARARAPES;M
0035675;;COHAB;RECIFE;M
0035680;;BOA VIAGEM;RECIFE;M
0035684;;CRUZ DE REBOUCAO;ILHA DE ITAMARACÁ;M
0035685;;BOA VIAGEM;RECIFE;M
0035688;;TAMARINEIRA;RECIFE;M
0012920;;CORDEIRO;RECIFE;M
0035704;;ESPINHEIRO;RECIFE;M
0035706;;CORDEIRO;RECIFE;F
0035707;;CASA CAIADA;OLINDA;M
0035709;;ENGENHO DO MEIO;RECIFE;M
0035711;;ENGENGO MURIBARAR;SÃO LOURENÇO DA MATA;M
0035718;;TABAJARA;PAULISTA;F
0035721;;CASA AMARELA;RECIFE;M
0035724;;VILA SAO MIGUEL;RECIFE;M
0035732;;CASA FORTE;RECIFE;M
0035733;;AFOGADOS;RECIFE;M
0035734;;PRADO;RECIFE;M
0035735;;VARZEA;RECIFE;M
0035742;;MARANGUAPE I;PAULISTA;M
0035753;;CORDEIRO;RECIFE;M
0035764;;AREAS;RECIFE;M
0035767;;AFOGADOS;RECIFE;M
0035937;;CORDEIRO;RECIFE;M
0035777;;ALDEIA;CAMARAGIBE;M
0035779;;MARANGUAPE I;PAULISTA;M
0035790;;MARCOS FREIRE;JABOATÃO DOS GUARARAPES;M
0035793;;CAJUEIRO;JABOATÃO DOS GUARARAPES;M
0035806;;CENTRO;CORTÊS;
0035808;;CORDEIRO;RECIFE;F
0035810;;AFOGADOS;RECIFE;M
0035813;;CORDEIRO;RECIFE;M
0035817;;SAO JOSE;RECIFE;M
0048011;;IPUTINGA;RECIFE;M
0035828;;BOA VIAGEM;RECIFE;M
0035832;;CAMPO GRANDE;RECIFE;M
0035839;;ZUMBI;RECIFE;M
0035842;;CAVALEIRO;RECIFE;F
0035846;;QUINZE DE NOVEMBRO;GRAVATÁ;M
0035849;;AFOGADOS;RECIFE;
0035866;;PIEDADE;JABOATÃO DOS GUARARAPES;M
0035869;;MONTE;OLINDA;M
0035876;;CENTRO;SÃO LOURENÇO DA MATA;M
0035883;;CASA FORTE;RECIFE;M
0035887;;VARZEA;RECIFE;M
0035888;;TORROES;RECIFE;M
0035896;;JD SAO PAULO;RECIFE;M
0035902;;ENGENHO DO MEIO;RECIFE;M
0035903;;CENTRO;SÃO LOURENÇO DA MATA;M
0035905;;COMPORTA;JABOATÃO DOS GUARARAPES;M
0035906;;AFLITOS;RECIFE;F
0035912;;CANDEAS;JABOATÃO DOS GUARARAPES;M
0035914;;CORDEIRO;RECIFE;F
0035915;;AFOGADOS;RECIFE;
0035918;;CENTRO;SÃO JOSÉ DA COROA GRANDE;M
0035920;;CENTR;CAMARAGIBE;M
0035923;;ALBERTO MAIA;CAMARAGIBE;M
0035925;;TORRE;RECIFE;F
0035933;;AFOGADOS;RECIFE;M
0035942;;VASCO DA GAMA;RECIFE;M
0035945;;VARZEA;RECIFE;F
RODRIES;0035946;CORDEIRO;RECIFE;M
0035969;;;CIDADE UNIVERSITARIA RECIFE;M
0035971;;CAJUEIRO;JABOATÃO DOS GUARARAPES;M
0035974;;IPUTINGA;RECIFE;F
0035975;;JARDIM SAO PAULO;RECIFE;M
0035978;;UR7 VARZEA;RECIFE;M
0035980;;IBIRIBEIRA;RECIFE;M
0035985;;;CIDADE UNIVERSITARIA RECIFE;M
0035989;;DOIS UNIDO;RECIFE;M
0035991;;VARZEA;RECIFE;M
0035998;;GRACAS;RECIFE;F
0035999;;CORDEIRO;RECIFE;M
0036002;;ALDEIA;CAMARAGIBE;M
0036007;;ESTANCIA;RECIFE;M
0036008;;CURADO;RECIFE;M
0036010;;PARQUE CAPIBARIBE;SÃO LOURENÇO DA MATA;M
0036011;;GRACAS;RECIFE;M
0036012;;SAN MARTIN;RECIFE;M
0036023;;TIMBI;CAMARAGIBE;M
0036027;;CAJUEIRO SECO;JABOATÃO DOS GUARARAPES;F
0036040;;TABATINGA;IGARASSU;M
0036044;;TORRE;RECIFE;M
0036048;;CAPIBARIBE;SÃO LOURENÇO DA MATA;M
0036057;;CAJUEIRO SECO;JABOATÃO DOS GUARARAPES;M
0036060;;ALDEIA;CAMARAGIBE;F
0036067;;JARDIM ATLANTICO;OLINDA;F
0036083;;IPSEP;RECIFE;M
0036084;;AFOGADOS;RECIFE;M
0036085;;ALDEIA;CAMARAGIBE;M
0036086;;VARZEA;RECIFE;M
0036091;;CORDEIRO;RECIFE;M
0036094;;JARDIM PRIMAVERA;CAMARAGIBE;M
0036099;;CENTRO;POÇÃO;M
0036102;;CAMPO GRANDE;RECIFE;M
0036114;;POCO DA PANELA;RECIFE;M
0036118;;OURO PRETO;OLINDA;F
0036119;;PRAZERES;JABOATÃO DOS GUARARAPES;M
0036121;;BOA VIAGEM;RECIFE;M
0036126;;PIEDADE;JABOATÃO DOS GUARARAPES;M
0036142;;CAJUEIRO SECO;JABOATÃO DOS GUARARAPES;M
0036154;;JIQUIA;RECIFE;M
0036155;;;PONTE DOS CARVALHOS  CABO DE SANTO AGOSTINHO;M
0036156;;TIMBI;CAMARAGIBE;M
0036163;;CANDEIAS;JABOATÃO DOS GUARARAPES;M
0036164;;CORDEIRO;RECIFE;M
0036170;;CORDEIRO;RECIFE;M
0036176;;CENTRO;IBIRAJUBA;M
0036182;;AFOGADOS;RECIFE;M
0036192;;AFOGADOS;RECIFE;M
0036193;;IPUTINGA;RECIFE;M
0036201;;BARRA DE JANGADA;JABOATÃO DOS GUARARAPES;M
0036218;;TORROES;RECIFE;M
0036222;;VARZEA;RECIFE;M
0036228;;SUCUPIRA;JABOATÃO DOS GUARARAPES;M
0036231;;TORROES;RECIFE;M
0036234;;SETUBAL;RECIFE;M
0036247;;ENGENHO DO MEIO;RECIFE;M
0036251;;JORDAO;RECIFE;M
0036256;;JARDIM PIEDADE;JABOATÃO DOS GUARARAPES;M
0048626;;CORDEIRO;RECIFE;F
0036266;;IMBIRIBEIRA;RECIFE;M
0036275;;CANDEIAS;JABOATÃO DOS GUARARAPES;M
0036276;;BOA VIAGEM;RECIFE;F
0036281;;VERA CRUZ;CAMARAGIBE;M
0036284;;PINA;RECIFE;M
0036291;;VILA DA FABRICA;CAMARAGIBE;M
0036303;;ALDEIA;CAMARAGIBE;M
0036306;;SAO VICENTE;BEZERROS;M
0036311;;ENGENHO DO MEIO;RECIFE;M
0036313;;CENTRO;VERTENTE DO LÉRIO;M
0036320;;CAXA DAGUA;RECIFE;M
0036322;;CAJUEIRO SECO;JABOATÃO DOS GUARARAPES;M
0036324;;PRAZERRES;JABOATÃO DOS GUARARAPES;M
0036326;;CAJUEIRO SECO;JABOATÃO DOS GUARARAPES;M
0036331;;CANDEIAS;JABOATÃO DOS GUARARAPES;M
0036359;;GUARARAPES;JABOATÃO DOS GUARARAPES;M
0036360;;TORROES;RECIFE;M
0036365;;MADALENA;RECIFE;M
0036367;;BARRO;RECIFE;F
0036380;;ENGENHO DO MEIO;RECIFE;M
0036396;;SACRA;RECIFE;M
0036398;;VILA DO 30;FERNANDO DE NORONHA;M
0036404;;PIEDADE;JABOATÃO DOS GUARARAPES;M
0036409;;AFOGADOS;RECIFE;M
0036419;;SARAMANDAIA;IGARASSU;M
0036425;;CORDEIRO;RECIFE;M
0036438;;COHAB;RECIFE;M
0036445;;CAJUEIRO;RECIFE;M
0036446;;JADIN SAO PAULO;RECIFE;M
0036462;;CURADO I;JABOATÃO DOS GUARARAPES;M
0036465;;TORROES;RECIFE;M
0036468;;IPUTINGA;RECIFE;M
0036473;;MIRUEIRA;PAULISTA;M
0036487;;;CAMARAGIBE;M
0036488;;CASA AMARELA;RECIFE;M
0036494;;TORROES;RECIFE;M
0036499;;TORROES;RECIFE;M
0036501;;JARDIM;JABOATÃO DOS GUARARAPES;M
0036514;;CASA CAIADA;OLINDA;F
0036518;;CAJUEIRO;JABOATÃO DOS GUARARAPES;M
0036522;;BOA VIAGEM;RECIFE;F
0036524;;ENCRUZELHADA;RECIFE;M
0036533;;SERRARIA;CABO DE SANTO AGOSTINHO;M
0036540;;IPUTINGA;RECIFE;M
0036541;;BOMGI;RECIFE;M
0036542;;AFLITOS;RECIFE;M
0036543;;PAISSANDU;RECIFE;M
0036544;;JARIM PRIMAVERA;CAMARAGIBE;M
0036545;;IPUTINGA;RECIFE;M
0036547;;BOA VIAGEM;RECIFE;M
0036553;;CENTR;SÃO LOURENÇO DA MATA;M
0036557;;COELHOS;RECIFE;M
0036564;;CORDEIRO;RECIFE;M
0036566;;PIEDADE;JABOATÃO DOS GUARARAPES;M
0036574;;ALTO DO MANDU;RECIFE;M
0036575;;CORDEIRO;RECIFE;M
0036576;;CAJA;VITÓRIA DE SANTO ANTÃO;M
0036579;;CAETES I;ABREU E LIMA;M
0036592;;AFOGADOS;RECIFE;
0036601;;COHAB;RECIFE;F
0036609;;;PARNAMIRIM;F
0036610;;TORRE;RECIFE;M
0036613;;COHAB;RECIFE;M
0036622;;SAN MARTIN;RECIFE;M
0036623;;IPUTINGA;RECIFE;M
0036629;;BOA VIAGEM;RECIFE;M
0036635;;JARDIM SAO PAULO;RECIFE;M
0036639;;TORROES;RECIFE;F
0036649;;VARZEA;RECIFE;M
0036662;;CAJUEIRO SECO;JABOATÃO DOS GUARARAPES;M
0036665;;CASA AMARELA;RECIFE;M
0036669;;IPUTINGA;RECIFE;M
0036681;;SAM MARTIN;RECIFE;M
0036685;;TORRE;RECIFE;M
0036694;;VARZEA;RECIFE;M
0036702;;SAO JOSE;RECIFE;M
0036703;;AFOGADOS;RECIFE;M
0036719;;TIUMA;SÃO LOURENÇO DA MATA;M
0036728;;TAMARINEIRA;RECIFE;M
0036730;;ENGENHO DO MEIO;RECIFE;M
0036732;;TORROES;RECIFE;M
0036733;;CENTRO;CAMARAGIBE;M
0036748;;IPUTINGA;RECIFE;F
0036763;;IMBIRIBEIRA;RECIFE;M
0036757;;TIMBI;CAMARAGIBE;M
0036758;;TIROL;NATAL;M
0036760;;POCO DA PANELA;RECIFE;M
0036766;;MADALENA;RECIFE;M
0036769;;CORDEIRO;RECIFE;M
0276723;;IMBIRIBEIRA;RECIFE;M
0036782;;CHAO DE CRUZ;PAUDALHO;M
0036787;;MARCOS FREIRE;JABOATÃO DOS GUARARAPES;M
0036911;;PRADO;RECIFE;
0036790;;PRADO;RECIFE;F
0036807;;VILA FRABICA;CAMARAGIBE;M
0036816;;AGUA FRIA;RECIFE;M
0036818;;PINO;RECIFE;M
0036819;;AREIAS;RECIFE;M
0036822;;ESPINHEIRO;RECIFE;F
0036825;;VARZEA;RECIFE;M
0036829;;JIQUIA;RECIFE;
0036830;;CURADO I;JABOATÃO DOS GUARARAPES;M
0036834;;PEIXINHO;OLINDA;M
0036837;;PARATIBE;PAULISTA;F
0036847;;JORDAO BAIXO;JABOATÃO DOS GUARARAPES;M
0036851;;IPUTINGA;RECIFE;M
0036853;;CORDEIRO;RECIFE;
0036855;;BOA VIAGEM;RECIFE;M
0050515;;;IPOJUCA;M
0036862;;BOA VIAGEM;RECIFE;M
0036873;;JORDAO ALTO;JABOATÃO DOS GUARARAPES;M
0036876;;AFOGADOS;RECIFE;M
0036878;;AFOGADOS;RECIFE;M
0036891;;ZONA RUAL;AFOGADOS DA INGAZEIRA;M
0036898;;JARDIM PRIMAVERA;CAMARAGIBE;F
0036899;;SUCUPIRA;JABOATÃO DOS GUARARAPES;M
0036900;;IBURA;RECIFE;M
0036901;;NOVA TIUMA;SÃO LOURENÇO DA MATA;M
0050631;;IPSEP;RECIFE;M
0036922;;JORDAO;RECIFE;M
0036924;;JD SAO PAULO;RECIFE;M
0036925;;CURADO I;JABOATÃO DOS GUARARAPES;M
0036930;;ALDEIAS DE BAIXO;CAMARAGIBE;M
0036937;;IMBIRIBEIRA;RECIFE;M
0036939;;CENTRO;FÁTIMA;M
0036949;;PRADO;RECIFE;F
0036953;;PRAZERES;JABOATÃO DOS GUARARAPES;M
0036956;;CORDEIRO;RECIFE;M
0036957;;IPUTINGA;RECIFE;M
0036958;;JD ATLANTICO;OLINDA;M
0036963;;CAVALEIRO;JABOATÃO DOS GUARARAPES;M
0036972;;BOA VIAGEM;RECIFE;M
0036978;;TIGIPIO;RECIFE;M
0036985;;ENGENHO DO MEIO;RECIFE;M
0036995;;BOA VISTA;RECIFE;F
0036987;;IPUTINGA;RECIFE;M
0037002;;TORRE;RECIFE;M
0037013;;IBIRIBEIRA;RECIFE;M
0037017;;PORTO DE GALINHAS;IPOJUCA;
0037020;;CENTR;RIBEIRÃO;M
0037039;;ENGENHO DO MEIO;RECIFE;M
0037044;;VARZEA;RECIFE;M
0037066;;ALBERTO MAIA;CAMARAGIBE;M
0037067;;CAETES II;ABREU E LIMA;M
0037072;;JORDAO;RECIFE;F
0037076;;CURADO III;JABOATÃO DOS GUARARAPES;M
0037084;;TORRE;RECIFE;M
0037085;;SAN MARTIN;RECIFE;M
0037089;;SUCUPIRA;JABOATÃO DOS GUARARAPES;M
0037098;;CORDEIRO;RECIFE;M
0037109;;JARDIM PRIMAVERA;CAMARAGIBE;M
0037111;;TORROES;RECIFE;M
0037123;;CANDEAS;JABOATÃO DOS GUARARAPES;M
0037128;;TORRE;RECIFE;F
0037130;;;JARDIM CIDADE UNIVER JOÃO PESSOA;M
0037131;;JARDIM SAO PAULO;RECIFE;M
0037132;;SAO PEDRO;CAMARAGIBE;M
0037137;;ENGENHO DO MEIO;RECIFE;F
0037149;;JARDIM SAO PAULO;RECIFE;M
0037155;;IPUTINGA;RECIFE;
0037160;;JD PIEDADE;JABOATÃO DOS GUARARAPES;M
0037161;;SAN MARTINS;RECIFE;M
0205613;;CORDEIRO;RECIFE;M
0037164;;VILA MEDEIROS;BELFORD ROXO;M
0037168;;TORROES;RECIFE;M
0037174;;CABANGA;RECIFE;M
0037184;;VARZEA;RECIFE;M
0037187;;CORDEIRO;RECIFE;F
0037193;;CENTRO;CORTÊS;M
0037200;;DOIS UNIDOS;RECIFE;M
0037213;;CURADO;RECIFE;M
0037214;;VILA RICA;JABOATÃO DOS GUARARAPES;M
0037215;;PINA;RECIFE;M
0037217;;ESTANCIA;RECIFE;M
0037219;;ALBERTO MAIA;CAMARAGIBE;M
0037228;;TORROES;RECIFE;
0037235;;IPUTINGA;RECIFE;M
0037240;;CAJUERO SECO;JABOATÃO DOS GUARARAPES;M
0037245;;AFOGADOS;RECIFE;F
0037254;;CIDADE ALTA;LIMOEIRO;M
0037255;;TEJIPIO;RECIFE;M
0037258;;IPUTINGA;RECIFE;F
0037259;;VARZEA;RECIFE;M
0037269;;AREIAS;RECIFE;F
0037277;;MARCOS FREIRE;JABOATÃO DOS GUARARAPES;M
0037281;;TIUMA;SÃO LOURENÇO DA MATA;M
0037284;;CORDEIRO;RECIFE;M
0037285;;CORDEIRO;RECIFE;M
0037290;;TORROES;RECIFE;M
0037295;;TORROES;RECIFE;M
0037297;;CAJUEIRO SECO;JABOATÃO DOS GUARARAPES;M
0037299;;SANTO ANTONIO;CARPINA;M
0037304;;CENTRO;SÃO LOURENÇO DA MATA;M
0037308;;PRADO;RECIFE;M
0037312;;AGUAS COMPRIDAS;OLINDA;F
0037319;;PIEDADE;JABOATÃO DOS GUARARAPES;M
0037325;;CURADO;RECIFE;M
0037329;;BOA VIAG;RECIFE;F
0037334;;MADALENA;RECIFE;M
0051564;;CENTRO;ESCADA;M
0037338;;AFOGADOS;RECIFE;M
0037344;;ZUMBI;JABOATÃO DOS GUARARAPES;M
0037351;;PIXETE;SÃO LOURENÇO DA MATA;M
0037355;;CURADO IV;JABOATÃO DOS GUARARAPES;M
0037356;;VARZEA;RECIFE;M
0037357;;RIO DOCE;OLINDA;M
0037378;;BOA VIAGEM;RECIFE;M
0037366;;PADRE ROMA;JABOATÃO DOS GUARARAPES;
0037368;;CORDEIRO;RECIFE;M
0037380;;VARZEA;RECIFE;M
0037373;;CORDEIRO;RECIFE;M
0037379;;ZUMBI;RECIFE;M
0037384;;PIEDADE;JABOATÃO DOS GUARARAPES;M
0037386;;AFOGADO;RECIFE;M
0037394;;BARRO;RECIFE;M
0037396;;IPUTINGA;RECIFE;M
0037401;;IPUTINGA;RECIFE;M
0037408;;CENTRO;CAMARAGIBE;M
0037417;;POCO DA PANELA;RECIFE;M
0037421;;VARZEA;RECIFE;F
0037424;;PRAZ;JABOATÃO DOS GUARARAPES;M
0037433;;CENTRO;SÃO LOURENÇO DA MATA;M
0037434;;CORDEIRO;RECIFE;F
0037442;;ARIEIRO;CAMARAGIBE;M
0037452;;CENTR;CARPINA;M
0037453;;JARDIM JORDAO;JABOATÃO DOS GUARARAPES;M
0037473;;JORDAO BAIXO;RECIFE;M
0037457;;SITIO SILVA;TAQUARITINGA DO NORTE;M
0051574;;PINA;RECIFE;M
0037486;;IPUTINGA;RECIFE;M
0037490;;VARZEA;RECIFE;M
0037493;;IPUTINGA;RECIFE;M
0037500;;PIEDADE;JABOATÃO DOS GUARARAPES;M
0037502;;TORRE;RECIFE;M
0037524;;IPUTINGA;RECIFE;M
0037509;;SARAMANDAIA;IGARASSU;M
0037511;;ALDEIA;CAMARAGIBE;M
0037515;;GRACAS;RECIFE;M
0037517;;IPUTINGA;RECIFE;M
0037518;;BONGI;RECIFE;M
0037523;;J.SAO PAULO;RECIFE;M
0037532;;JADIN JORDAO;RECIFE;
0037541;;MADALENA;RECIFE;M
0037547;;IBIRIBEIRA;RECIFE;M
0037548;;SAO SEBATIAO;CARPINA;M
0037549;;ALBERTO MAIA;CAMARAGIBE;M
0037550;;ILHA RETIRO;RECIFE;M
0037551;;IPUTINGA;RECIFE;M
0037562;;PINA;RECIFE;M
0037565;;BOMBA DO HEMETERIO;RECIFE;M
0037581;;NOVA PARNAMIRIM;PARNAMIRIM;M
0037589;;ENCRUZILHADA;RECIFE;M
0037595;;CORDEIRO;RECIFE;M
0037605;;IPUTINGA;RECIFE;F
0037611;;BREJO DA GUABIRABA;RECIFE;M
0037614;;CURADO IV;JABOATÃO DOS GUARARAPES;M
0037619;;IPUTINGA;RECIFE;M
0037640;;CAMPO GRANDE;RECIFE;M
0037642;;;RECIFE;M
0037644;;MADALENA;RECIFE;M
0037645;;IPUTINGA;RECIFE;M
0037646;;VILA DA FABRICA;CAMARAGIBE;M
0037648;;VARZEA;RECIFE;
0037657;;CENTRO;CABO DE SANTO AGOSTINHO;M
0037668;;ESTANCIA;RECIFE;M
0037676;;CIDADE TABAJARA;OLINDA;M
0037681;;PRAZERES;JABOATÃO DOS GUARARAPES;M
0037682;;TIMBI;CAMARAGIBE;M
0037691;;GRACAS;RECIFE;F
0037695;;DERBY;RECIFE;M
0037700;;ZUMBI DO PACHECO;JABOATÃO DOS GUARARAPES;
0037701;;SANTO ALEIXO;JABOATÃO DOS GUARARAPES;M
0037709;;BOA VISTA;RECIFE;F
0037716;;IPSEP;RECIFE;M
0037717;;CAJUEIRO SECO;JABOATÃO DOS GUARARAPES;M
0037725;;CAMPO GRANDE;RECIFE;M
0037729;;BOA VIAGEM;RECIFE;M
0037731;;AFOGADO;RECIFE;F
0278378;;PIEDADE;JABOATÃO DOS GUARARAPES;M
0037753;;IMBIRIBEIRA;RECIFE;M
0037758;;ARRUDA;RECIFE;M
