Codigo;Data Nasc;Bairro;Cidade;Sexo
0019259;;BOA VISTA;RECIFE;
0019331;;PRAZERES;JABOATÃO DOS GUARARAPES;M
0019336;;CORDEIRO;RECIFE;
0019393;;JANGA;PAULISTA;M
0019613;;NOSSA S DA PENHA;SERRA TALHADA;M
0019634;;BOA VISTA;RECIFE;M
0019670;;IMBIRIBEIRA;RECIFE;
0020033;;PRAZERES;JABOATÃO DOS GUARARAPES;
0020060;;N SRA DAS DORES;CARUARU;
0020108;;RENASCER 2;CABEDELO;
0020129;;CASA FORTE;RECIFE;
0020134;;ESPINHEIRO;RECIFE;
0020136;;PITUBA;SALVADOR;
0020473;;JORDAO;RECIFE;
0020499;;JARDIM BRASIL;OLINDA;
0020512;;IMBIRIBEIRA;RECIFE;
0020612;;CURADO II;JABOATÃO DOS GUARARAPES;
0020982;;PIEDADE;JABOATÃO DOS GUARARAPES;
0021206;;ENCRUZILHADA;BOM JARDIM;
0021669;;IMBIRIBEIRA;RECIFE;M
0021672;;PINA;RECIFE;M
0021955;;VARZEA;RECIFE;
0022257;;TAMARINEIRA;RECIFE;M
0022488;;CENTRO;ABREU E LIMA;
0022629;;CORDEIRO;RECIFE;M
0022656;;ILHA DO RETIRO;RECIFE;M
0022714;;IMBIRIBEIRA;RECIFE;
0022923;;SANTA LUCIA;CAMPO BOM;
0023102;;PRAZERES;JABOATÃO DOS GUARARAPES;F
0023205;;SANTO AMARO;RECIFE;
0023374;;MARCOS FREIRE;JABOATÃO DOS GUARARAPES;M
0023401;;ESPINHEIRO;RECIFE;M
0023615;;CENTRO;AFOGADOS DA INGAZEIRA;
0023624;;IMBIRIBEIRA;RECIFE;
0023669;;DOIS IRMAOS;RECIFE;
0024128;;TIMBI;CAMARAGIBE;
0024684;;IMBIRIBEIRA;RECIFE;
0024923;;SANTO AMARO;JABOATÃO DOS GUARARAPES;
0025044;;CENTRO;FLORIANÓPOLIS;
0025066;;BOM FIM;BOM JARDIM;
0025488;;BOA VIAGEN;RECIFE;
0025793;;UR10 IBURA;RECIFE;M
0026283;;SAO JOSE;RECIFE;M
0026296;;CANDEIAS;JABOATÃO DOS GUARARAPES;
0026342;;IBURA;RECIFE;
0026458;;PRADO;RECIFE;
0026694;;MURIBECA;JABOATÃO DOS GUARARAPES;
0027160;;PORLA LARGA;JABOATÃO DOS GUARARAPES;
0027208;;MADALENA;RECIFE;M
0027389;;CORDEIRO;RECIFE;
0027585;;CORDEIRO;RECIFE;F
0027628;;VILA APARECIDA;BRAGANÇA PAULISTA;M
0027826;;MADALENA;RECIFE;M
0028319;;NOVO DO CARMELO;CAMARAGIBE;
0028581;;ZUMBI;RECIFE;
0028672;;SAO CRISTOVAO;SERRA TALHADA;M
0028873;;SITIO FRAGOSO;OLINDA;
0030290;;CENTRO;EXU;
0030503;;JANGA;PAULISTA;
0030813;;CORDEIRO;JABOATÃO DOS GUARARAPES;M
0030815;;CORDEIRO;JABOATÃO DOS GUARARAPES;M
0031592;;QUILOMBO;CUIABÁ;
0031728;;OURO PRETO;PETROLINA;
0031845;;PIEDADE;JABOATÃO DOS GUARARAPES;
0032444;;IMBIRIBEIRA;RECIFE;M
0032445;;;BAIRRO NOVO DO CARME CAMARAGIBE;M
0032929;;CENTRO;AFOGADOS DA INGAZEIRA;
0032986;;CAXANGA;RECIFE;
0032818;;AFOGADOS;RECIFE;
0033285;;MADALENA;RECIFE;
0033518;;PRAZERES;JABOATÃO DOS GUARARAPES;
0033787;;CAJUEIRO SECO;RECIFE;M
0034145;;ZONA RURAL;BARREIROS;
0034186;;MADALENA;RECIFE;
0034524;;IPSEP;RECIFE;M
0034760;;MARANGUAPE 1;PAULISTA;M
0034895;;IGARAPU;CABO DE SANTO AGOSTINHO;M
0035064;;PEIXINHOS;OLINDA;
0035148;;BARRA DE JANGADA;JABOATÃO DOS GUARARAPES;
0035210;;PEIXINHOS;OLINDA;M
0035232;;CENTRO;PETROLÂNDIA;
0037035;;JD PAULISTA;PAULISTA;F
0037063;;IMBIRIBEIRA;RECIFE;
0037652;;;TABOLEIRO DO MARTINS MACEIÓ;M
0037732;;IPUTINGA;RECIFE;
0037762;;MARANGUAPE I;PAULISTA;
0037768;;CENTRO;SÃO LOURENÇO DA MATA;F
0037864;;COELHOS;RECIFE;
0038227;;SALGADINHO;OLINDA;M
0038457;;VILA POPULAR;OLINDA;M
0039622;;MARES;JOÃO PESSOA;
0039723;;CASA AMARELA;RECIFE;
0039954;;IMBIRIBEIRA;RECIFE;
0040049;;LIMAO;SÃO PAULO;
0041007;;CAVALEIRO;JABOATÃO DOS GUARARAPES;M
0042561;;SAO JOSE;RECIFE;F
0042693;;COMPORTA;JABOATÃO DOS GUARARAPES;
0043081;;GUABIRABA;RECIFE;
0043152;;DERBY;RECIFE;F
0043522;;JARAGUA;MACEIÓ;
0043785;;ESTANCIA;RECIFE;M
0044086;;AREIAS;RECIFE;
0044159;;MANGUEIRA;RECIFE;
0044884;;BOA VIAGEM;RECIFE;
0045232;;OLARIA;ARACAJU;
0048135;;ENGENHO DO MEIO;RECIFE;
0049324;;PRAZERES;JABOATÃO DOS GUARARAPES;
0049447;;PENEDO;SÃO LOURENÇO DA MATA;
0049644;;IBURA;RECIFE;
0049854;;LOTEAMENTO RECIFE;PETROLINA;
0050469;;IPUTINGA;RECIFE;
0051400;;ENGENHO DO MEIO;RECIFE;M
0051542;;MARANGUAPE I;PAULISTA;
0051572;;BRASILIA TEIMOSA;RECIFE;
0051620;;CAJUEIRO;RECIFE;M
0051928;;CORDEIRO;RECIFE;M
0052088;;IMBIRIBEIRA;RECIFE;
0052325;;KM 25;BUÍQUE;
0052786;;TIMBO;ABREU E LIMA;
0052918;;IPUTINGA;RECIFE;M
0053200;;IPUTINGA;RECIFE;
0053533;;PINA;RECIFE;
0053718;;ALDEIA;CAMARAGIBE;F
0053869;;BOA VIAGEM;RECIFE;
0053934;;CAMPO GRANDE;RECIFE;
0054235;;PAIVA;CABO DE SANTO AGOSTINHO;
0054281;;SUCUPIRA;JABOATÃO DOS GUARARAPES;M
0054714;;ENGENHO DO MEI;RECIFE;M
0055467;;AGUAS COMPRIDAS;OLINDA;M
0055735;;CRUZEIRO DO SUL;UBERLÂNDIA;
0056447;;CAIPE;SÃO FRANCISCO DO CONDE;M
0056482;;TIUMA;SÃO LOURENÇO DA MATA;
0056735;;COSME DAMIAO;RECIFE;M
0056956;;BELA VISTA;SÃO PAULO;
0057025;;PINA;RECIFE;
0057361;;SAO JOSE;RECIFE;F
0057517;;PEIXINHOS;OLINDA;
0057986;;CENTRO;GOIANA;M
0058144;;CORDEIRO;JABOATÃO DOS GUARARAPES;
0058893;;CASA FORTE;RECIFE;
0058984;;JARDIM SAO PAULO;RECIFE;M
0059122;;CASA AMARELA;RECIFE;
0059133;;GUARARAPES;JABOATÃO DOS GUARARAPES;
0059849;;CENTRO;NAZARÉ DA MATA;
0059976;;JARDIM PRIMAVERA;CAMARAGIBE;M
0060266;;PIEDADE;JABOATÃO DOS GUARARAPES;
0060329;;JARDIM PRIMAVERA;CAMARAGIBE;
0060637;;SANTO ANTONIO;SURUBIM;M
0060735;;NOBRE;PAULISTA;F
0060877;;IMBIRIBEIRA;RECIFE;
0061084;;TORROES;RECIFE;
0061085;;CASA CAIADA;OLINDA;
0061161;;VILA RICA;JABOATÃO DOS GUARARAPES;M
0061192;;CENTRO;SÃO JOSÉ DOS PINHAIS;
0061418;;SUAPE;IPOJUCA;
0061573;;JANGA;PAULISTA;M
0061624;;AGUA FRIA;RECIFE;
0061911;;CORDEIRO;RECIFE;
0062453;;MADALENA;RECIFE;
0062686;;IBURA;RECIFE;M
0062909;;ASA NORTE;BRASÍLIA;
0063144;;SOBRINHO;SÃO JOSÉ DA COROA GRANDE;
0063166;;PIEDADE;JABOATÃO DOS GUARARAPES;M
0063437;;CURADO;RECIFE;
0063648;;BOA VISTA;RECIFE;
0063708;;PARNAMIRIM;RECIFE;F
0063938;;SAN MARTIN;RECIFE;
0064457;;BOA VIAGEM;RECIFE;
0064018;;IPSEP;RECIFE;
0064302;;CACOTE;RECIFE;M
0064419;;CANDEIAS;JABOATÃO DOS GUARARAPES;M
0064938;;DERBY;RECIFE;
0065272;;JANGA;PAULISTA;
0065382;;BOA VIAGEM;RECIFE;
0065412;;BOA VIAGEM;RECIFE;M
0065451;;DESTERRO;ABREU E LIMA;
0065612;;IMBIRIBEIRA;RECIFE;
0065913;;BOA VISTA;RECIFE;M
0065865;;TAMARINEIRA;RECIFE;
0065956;;;CIDADE UNIVERSITARIA RECIFE;M
0065971;;IMBIRIBEIRA;RECIFE;
0067071;;CASA AMARELA;RECIFE;M
0067255;;ARRUDA;RECIFE;M
0067307;;JARDIM BRASIL;OLINDA;M
0067493;;OURO PRETO;OLINDA;
0067769;;IMBIRIBEIRA;RECIFE;
0067847;;BAIRRO NOVO;OLINDA;M
0067997;;IMBIRIBEIRA;RECIFE;
0067998;;IPSEP;RECIFE;M
0068016;;MARANGUAPE I;PAULISTA;M
0068309;;CAMPO GRANDE;RECIFE;
0068737;;VILA ANAPOLIS;PESQUEIRA;
0068738;;PINA;RECIFE;
0069101;;CENTRO;PESQUEIRA;
0069524;;;PONTE DOS CARVALHOS  CABO DE SANTO AGOSTINHO;
0069534;;CAPIBARIBE;SÃO LOURENÇO DA MATA;
0069638;;SANTO ANTÔNIO;RECIFE;
0069791;;VARZEA;RECIFE;
0069959;;SANTO ALEIXO;JABOATÃO DOS GUARARAPES;
0070141;;SANTO AMARO;RECIFE;
0070465;;COQUEIRO;SURUBIM;
0070567;;ENCRUZILHADA;RECIFE;
0070568;;GUARARAPES;JABOATÃO DOS GUARARAPES;
0070964;;CENTRO;RECIFE;F
0071858;;BOA VIAGEM;RECIFE;
0072347;;PRADO;RECIFE;
0073229;;CORDEIRO;RECIFE;
0073344;;CAXANGA;RECIFE;
0073629;;GUARARAPES;JABOATÃO DOS GUARARAPES;
0073756;;IMBIRIBEIRA;RECIFE;
0074230;;CENTRO;FEIRA NOVA;M
0074400;;PINA;RECIFE;
0075119;;CHA DO MARINHEIRO;SURUBIM;M
0075231;;ROSARINHO;RECIFE;
0075291;;RIO DOCE;OLINDA;
0075435;;DOIS CARNEIROS;JABOATÃO DOS GUARARAPES;M
0075766;;BARRA;ILHÉUS;M
0075549;;VARZEA;RECIFE;M
0075609;;PITUBA;SALVADOR;
0075615;;ZONA RURAL;PAUDALHO;M
0076043;;BOA VIAGEM;RECIFE;F
0076048;;AFOGADOS;RECIFE;
0050357;;JARDIM PRIMAVERA;CAMARAGIBE;M
0076544;;IMBIRIBEIRA;RECIFE;
0076892;;IMBIRIBEIRA;RECIFE;
0077085;;CASA CAIADA;OLINDA;
0077754;;VILA DO TRINTA;FERNANDO DE NORONHA;
0078063;;ENCRUZILHADA;RECIFE;F
0078088;;SANTA TEREZA;OLINDA;M
0078280;;IMBASSAY;DIAS D ÁVILA;
0078348;;GARAPU;CABO DE SANTO AGOSTINHO;M
0078467;;COHAB;CABO DE SANTO AGOSTINHO;M
0078919;;SANTO AMARO;RECIFE;M
0078967;;JANGA;PAULISTA;M
0079163;;;MURIBECA DOS GUARARA JABOATÃO DOS GUARARAPES;M
0079216;;CENTRO;TIMBAÚBA;
0079314;;HIPODROMO;RECIFE;M
0079450;;IMBIRIBEIRA;RECIFE;
0079477;;CENTRO;PENHA;
0079741;;AREIAS;RECIFE;F
0079973;;ENGENHO DO MEIO;RECIFE;
0080720;;SANTA ROSA;PALMARES;F
0080921;;CANDEIAS;JABOATÃO DOS GUARARAPES;F
0080948;;PRAZERES;JABOATÃO DOS GUARARAPES;M
0081005;;IMBIRIBEIRA;RECIFE;
0081314;;JORDAO;RECIFE;
0081578;;CANDEIAS;JABOATÃO DOS GUARARAPES;M
0081582;;GUARARAPES;JABOATÃO DOS GUARARAPES;M
0081642;;BOA VISTA;RECIFE;
0081651;;CIDADE TABAJARA;OLINDA;M
0081681;;CAJA;VITÓRIA DE SANTO ANTÃO;
0081805;;CENTRO;SÃO JOSÉ DA COROA GRANDE;
0082035;;PORTO GALINHAS;IPOJUCA;
0082169;;COHAB;RECIFE;M
0082356;;CENTRO;BEZERROS;
0082745;;IPUTINGA;RECIFE;
0082755;;CENTRO;SÃO LOURENÇO DA MATA;
0082962;;ZONA RURAL;ITAQUITINGA;
0083182;;CENTRO;CAMARAGIBE;M
0083211;;RIO DOCE;OLINDA;M
0083222;;AGUAZINHA;OLINDA;F
0083375;;CENTRO;CONDADO;
0083924;;ALDEIA;CAMARAGIBE;F
0085142;;ALTO DE PINHEIROS;SÃO PAULO;
0085313;;JANGA;PAULISTA;
0085316;;CAVALEIRO;JABOATÃO DOS GUARARAPES;F
0085408;;PARATIBE;PAULISTA;
0085427;;SANTA ROSA;PALMARES;
0085445;;IPSEP;RECIFE;
0085465;;IPUTINGA;RECIFE;
0085471;;UR-06;JABOATÃO DOS GUARARAPES;M
0085507;;GARAPU;CABO DE SANTO AGOSTINHO;
0085520;;CAETES II;ABREU E LIMA;
0085522;;MARANGUAPE1;PAULISTA;
0085561;;BOA VIAGEM;RECIFE;
0085648;;SAO JOSE;RECIFE;M
0085858;;RIO DOCE;OLINDA;
0085913;;CRUZ DE REBOUCAS;IGARASSU;M
0086107;;CORDEIRO;RECIFE;M
0086258;;ILHA JOANA BEZERRA;RECIFE;M
0086397;;SANTO AMARO;RECIFE;
0086486;;SUAPE;CABO DE SANTO AGOSTINHO;
0087465;;OURO PRETO;OLINDA;M
0087631;;COHAB;RECIFE;
0087790;;ZONA RURAL;SIRINHAÉM;
0088382;;JARDIM JORDAO;JABOATÃO DOS GUARARAPES;
0088388;;LIDIA QUEIROZ;VITÓRIA DE SANTO ANTÃO;
0088803;;RURAL;RIO FORMOSO;
0088824;;TORROES;RECIFE;
0089053;;MADALENA;RECIFE;
0089152;;LAJES;IBIMIRIM;
0089200;;CENTRO;CAMUTANGA;
0089208;;CENTRO;MORENO;
0089327;;PIEDADE;JABOATÃO DOS GUARARAPES;M
0089464;;JANGA;PAULISTA;M
0089492;;BARRA DE JANGADA;JABOATÃO DOS GUARARAPES;
0089524;;COMPORTA;JABOATÃO DOS GUARARAPES;
0089611;;TORRE;RECIFE;
0089860;;TORROES;RECIFE;M
0089944;;ESPINHEIRO;RECIFE;
0089966;;SAO JOSE;RECIFE;
0090301;;CENTRO;SÃO LOURENÇO DA MATA;M
0090465;;CURADO IV;JABOATÃO DOS GUARARAPES;M
0091698;;;PONTE DOS CARVALHOS  CABO DE SANTO AGOSTINHO;M
0091900;;BARCELONA;SÃO CAETANO DO SUL;
0091950;;CANDEIAS;JABOATÃO DOS GUARARAPES;
0092255;;PIEDADE;JABOATÃO DOS GUARARAPES;
0092630;;TRES PAUS;FERNANDO DE NORONHA;
0092781;;MADALENA;RECIFE;
0095958;;CAMPO GRANDE;RECIFE;
0093069;;SAO CRISTOVAO;ARCOVERDE;M
0090992;;MARCOS FREIRE;JABOATÃO DOS GUARARAPES;M
0093172;;POCO DA PANELA;RECIFE;F
0093577;;SANTO AMARO;RECIFE;
0093600;;PARNAMIRIM;RECIFE;
0094216;;SANTA TEREZA;OLINDA;M
0094279;;IMBIRIBEIRA;RECIFE;
0094538;;JARDIM SAO PAULO;RECIFE;
0094540;;SAO MARCOS;SALVADOR;
0094825;;BOA VISTA;RECIFE;
0095160;;ESTANCIA;RECIFE;
0095868;;IPUTINGA;RECIFE;
0132756;;BARRA DE JANGADA;JABOATÃO DOS GUARARAPES;M
0134422;;VÁRZEA;RECIFE;M
0018642;;VARZEA;RECIFE;M
0102408;;VARZEA;RECIFE;M
0134449;;MANASSU;JABOATÃO DOS GUARARAPES;M
0134457;;PIEDADE;JABOATÃO DOS GUARARAPES;M
0050000;;CORDEIRO;RECIFE;M
0153524;;CORDEIRO;RECIFE;M
0153540;;CURADO;RECIFE;M
0134521;;CASA AMARELA;RECIFE;M
0153575;;IPSEP;RECIFE;
0036249;;VÁRZEA;RECIFE;M
0153583;;LINHA DO TIRO;RECIFE;M
0042777;;ENGENHO DO MEIO;RECIFE;M
0028433;;CORDEIRO;RECIFE;M
0012270;;CENTRO;CAMOCIM DE SÃO FÉLIX;M
0153631;;VILA RICA;JABOATÃO DOS GUARARAPES;
0153656;;CORDEIRO;RECIFE;M
0021479;;IPUTINGA;RECIFE;F
0059544;;MARANGUAPE I;PAULISTA;M
0134635;;IPUTINGA;RECIFE;F
0153664;;SALGADINHO;OLINDA;M
0009014;;N.S. DAS DORES;CARUARU;
0134643;;CAVALEIRO;JABOATÃO DOS GUARARAPES;M
0039901;;COHAB;RECIFE;M
0021017;;BRASILIA PINA;RECIFE;M
0043454;;TORROES;RECIFE;M
0134716;;CORDEIRO;RECIFE;M
0153494;;CORDEIRO;TRINDADE;M
0075131;;ZUMBI;RECIFE;M
0014043;;CORDEIRO;RECIFE;M
0118835;;AFOGADOS;RECIFE;M
0110080;;CORDEIRO;RECIFE;F
0153702;;TABATINGA;CAMARAGIBE;M
0021636;;BOA VIAGEM;RECIFE;M
0089408;;IPUTINGA;RECIFE;M
0134775;;JARDIM SÃO PAULO;RECIFE;M
0058208;;VARZEA;RECIFE;M
0153745;;CORDEIRO;RECIFE;M
0101962;;VARZEA;RECIFE;M
0134791;;CORDEIRO;RECIFE;
0011482;;OURO PRETO;OLINDA;
0022030;;CENTRO;CUSTÓDIA;
0124985;;CASA FORTE;RECIFE;
0129752;;TAB. DOS MARTINS;MACEIÓ;
0120840; 21/09/2016;IMBIRIBEIR;RECIFE;M
0129455;;;DISTRITO INDUSTRIAL  SÃO PAULO;
0009872;;BOA VIAGEWM;RECIFE;
0120852; 13/07/2017;CASA FORT;RECIFE;
0007999; 03/08/2014;BOA VIST;RECIFE;
0007791; 02/09/2016;CURAD;JABOATÃO DOS GUARARAPES;
0129749;;LAPA;SÃO PAULO;
0131232;;IPIRANGA;SÃO PAULO;
0131064;;IPUTINGA;RECIFE;M
0009387;;PORTO DE GALINHA;IPOJUCA;M
0131283;;CENTRO;IGARASSU;
0129600;;IMBIRIBEIRA;RECIFE;F
0003797; 26/05/2018;VARZE;RECIFE;
0121877;;PONTEZINHA;CABO DE SANTO AGOSTINHO;
0129627;;JORDAO;RECIFE;
0008319; 13/07/2017;PIN;RECIFE;
0034643;;CURADO III;JABOATÃO DOS GUARARAPES;M
0123000;;;NOSSA SENHORA DORES  CARUARU;
0025768;;VASCO DA GAMA;RECIFE;F
0129780;;COLONIA MURICI;SÃO JOSÉ DOS PINHAIS;
0129781;;CDU;RECIFE;
0129477;;BAIRRO CINCO;BELO HORIZONTE;
0129408;;NULL;SÃO PAULO;
0129869;;PRADO;RECIFE;
0128776;;JIQUIA;RECIFE;M
0129931;;BOA VIAGEM;RECIFE;
0125595;;MARANGUAPE I;RECIFE;M
0129480;;SETOR RODOVIARIO;GOIÂNIA;
0120684; 01/09/2014;BOA VIST;RECIFE;
0125053;;CENTRO;RECIFE;
0129932;;PRAZERES;JABOATÃO DOS GUARARAPES;
0129983;;PRAZERES;JABOATÃO DOS GUARARAPES;
0120977;;ESPINHEIRO;RECIFE;
0129409;;NULL;SÃO PAULO;
0008771; 13/07/2017;PEIXINHO;OLINDA;
0130107;;CAJUEIRO SECO;JABOATÃO DOS GUARARAPES;
0120918;;CENTRO;IPOJUCA;
0084670;;CORDEIRO;RECIFE;M
0153788;;PIEDADE;JABOATÃO DOS GUARARAPES;M
0120667; 26/01/2010;CD;RECIFE;M
0134872;;IPUTINGA;RECIFE;F
0154581;;CORDEIRO;RECIFE;M
0153826;;CANDEIAS;JABOATÃO DOS GUARARAPES;M
0101682;;SAPUCAIA;OLINDA;M
0012800;;AFOGADOS;RECIFE;M
0120422; 21/09/1993;BOA VIAGE;RECIFE;M
0120532; 04/04/2006;TORROE;RECIFE;M
0120405; 30/06/1992;IPUTING;RECIFE;M
0120496; 21/06/2005;IPUTING;RECIFE;M
0120502; 08/07/2005;ESPINHEIR;RECIFE;M
0120506; 25/07/2005;POCO DA PANEL;RECIFE;M
0120508; 30/07/2005;BOA VIAGE;RECIFE;M
0120515; 09/09/2005;GUADALUP;RECIFE;M
0120520; 28/12/2005;CORDEIR;RECIFE;M
0120538; 18/07/2006;CORDEIR;RECIFE;M
0120547; 06/11/2018;RUSARINH;RECIFE;M
0120549; 14/11/2006;IPUTING;RECIFE;F
0120551; 20/11/2006;BASILI;IGARASSU;M
0120555; 18/12/2016;PRAD;RECIFE;M
0120562; 30/03/2007;TAMARINEIR;RECIFE;M
0120564; 04/05/2007;JARDIM PRIMAVER;OLINDA;M
0120581; 14/08/2007;CORDEIR;RECIFE;F
0120582; 14/08/2007;BOA VIAGE;RECIFE;M
0120587; 18/09/2007;NOVA MORAD;PAULISTA;M
0120591; 21/11/2007;JARDIM S. PAUL;RECIFE;M
0120593; 22/11/2007;JARDIM ATLANTIC;OLINDA;M
0120594; 02/01/2008;BOA VIAGE;RECIFE;M
0120601; 19/03/2008;CORDEIR;RECIFE;M
0120604; 19/03/2008;CENTR;GOIANA;M
0120611; 25/04/2008;CORDEIR;RECIFE;M
0120615; 30/05/2008;JARDIM PETROPOLI;OLINDA;M
0120623; 11/07/2008;MADALEN;RECIFE;M
0120626; 04/08/2008;CAXANG;RECIFE;M
0120632; 01/09/2008;CANDEIA;JABOATÃO DOS GUARARAPES;M
0120634; 16/10/2008;CASA FORT;RECIFE;M
0120635; 17/11/2008;TORR;RECIFE;M
0120637; 17/11/2008;ROSARINH;RECIFE;F
0120642; 02/02/2009;CORDEIR;RECIFE;M
0120643; 02/02/2009;CURAD;RECIFE;M
0120645; 02/03/2009;IPUTING;RECIFE;M
0120646; 01/04/2009;BOA VIST;RECIFE;M
0120649; 05/05/2009;MANAIR;RECIFE;M
0120650; 01/07/2009;CANDEIA;JABOATÃO DOS GUARARAPES;M
0120651; 01/07/2009;CANDEIA;JABOATÃO DOS GUARARAPES;M
0120658; 03/11/2009;IPUTING;RECIFE;M
0120659; 03/11/2009;OURO BRANC;OLINDA;M
0120661; 01/12/2009;BOA VIAGE;RECIFE;M
0120663; 31/12/2018;POO DA PANEL;IGARASSU;M
0120670; 19/02/2010;MADALEN;RECIFE;M
0120675; 03/05/2010;VARZE;RECIFE;M
0120678; 01/06/2010;CORDEIR;RECIFE;F
0120689; 19/10/2010;CASA FORT;RECIFE;F
0120690; 19/10/2010;SAM MARTIN;RECIFE;M
0120699; 03/01/2011;IPULTING;RECIFE;M
0120700; 21/01/2011;CIDADE TABAJAR;RECIFE;M
0120735; 13/08/1997;CAXANG;RECIFE;M
0120743; 16/06/2004;BOA VIAGE;RECIFE;M
0120745; 16/06/2004;MUSTARDINH;RECIFE;M
0120746; 16/06/2004;BOA VIAGE;RECIFE;F
0120748; 16/06/2004;AFLITO;RECIFE;M
0120759; 07/04/2006;JARDIM SAO PAUL;RECIFE;M
0120761; 30/11/2018;VARZE;RECIFE;M
0120771; 21/10/2009;JARDIM PAULISTA BAIX RECIF;0120771 21/10/2009 JARDIM PAULISTA BAIX RECIFE;M
0120773; 28/12/2009;BOA VIAGE;RECIFE;M
0120774; 16/03/2010;SAN MARTI;RECIFE;F
0120794; 19/11/2009;MADALEN;RECIFE;M
0120796; 19/11/2009;AFLITO;RECIFE;M
0120799; 19/11/2018;IBUR;RECIFE;M
0120832; 16/05/2006;AREIA;RECIFE;M
0120894; 15/10/2009;PIEDAD;RECIFE;M
0120897; 27/01/2010;PORTO GALINHA;RECIFE;M
0120420; 22/04/1993;CUMBIC;SÃO PAULO;
0120471; 21/04/2004;COLINAS ANHAGUER;RECIFE;
0120473; 05/06/2004;BROOKLIN NOV;SÃO PAULO;
0120480; 01/07/2004;MIRANDOPOLI;PAULISTA;
0120510; 17/08/2005;ELDORAD;RECIFE;
0120523; 31/01/2006;SANTO AMAR;RECIFE;
0120563; 17/04/2013;IPUTING;RECIFE;
0120682; 09/08/2010;JOAO ERNEST;IGARASSU;M
0120693; 01/12/2010;PIRITUB;SÃO PAULO;
0120782; 04/04/2011;SANTA TEREZINH;SÃO PAULO;
0120830; 21/09/2005;CENTR;RECIFE;
0120843; 19/01/2010;CANDEIA;RECIFE;
0120853; 13/07/2009;CUMBIC;RECIFE;
0120888; 24/08/2009;BELA VIST;RECIFE;
0120893; 02/10/2009;COMPORTA;RECIFE;M
0120908; 10/09/2010;CENTR;RECIFE;M
0001141; 24/09/2005;BAIRR;RECIFE;
0008152; 13/07/2009;ENCRUZILHAD;RECIFE;
0001674; 28/08/1992;IMBIRIBEIR;RECIFE;M
0008264; 13/07/2009;AFOGADO;RECIFE;
0008285; 13/07/2009;ESPINHEIR;RECIFE;
0008352; 13/07/2009;AFLITO;RECIFE;
0008357; 13/07/2009;BOA VIST;RECIFE;
0008359; 13/07/2009;BOA VIST;RECIFE;
0008367; 13/07/2009;CORDEIR;RECIFE;
0001692; 18/04/1992;BOA VIAGE;RECIFE;
0008414; 13/07/2009;IMBIRIBEIR;RECIFE;
0008460; 13/07/2009;IMBIRIBEIR;RECIFE;
0008547; 13/07/2009;IMBIRIBEIR;RECIFE;
0008568; 13/07/2009;SAO JUDAS TADE;RECIFE;
0008595; 13/07/2009;IMBIRIBEIR;RECIFE;
0008638; 13/07/2009;TEJIPI;RECIFE;
0008761; 13/07/2009;BOA VIST;RECIFE;
0008815; 13/07/2009;IMBIRIBEIR;RECIFE;
0008845; 14/09/2009;COMPLEXO DE SUAP;RECIFE;
0008933; 10/02/2011;IPSE;RECIFE;M
0008955; 06/09/2011;BELA VIST;RECIFE;
0001746; 28/07/1990;VILA DO IPSE;RECIFE;
0001774; 16/04/1992;SANTO AMAMR;RECIFE;
0001776; 31/07/1990;CAXANG;RECIFE;
0001786; 12/08/1992;PIEDAD;JABOATÃO DOS GUARARAPES;
0001793; 26/05/1993;ENCRUZILHAD;RECIFE;
0001798; 30/07/1993;AGUA FRI;RECIFE;
0001802; 09/07/1992;IMBIRIBEIR;RECIFE;
0001805; 10/08/2016;PIN;IGARASSU;
0001807; 13/12/1990;BULTRIN;OLINDA;M
0001808; 25/05/1992;TAMBI;RECIFE;
0001032; 11/06/2001;CORDEIR;RECIFE;M
0001816; 01/07/1991;AGUA FRI;RECIFE;M
0001039; 02/03/2004;C.D.U;RECIFE;
0001043; 12/04/2004;CENTR;RECIFE;
0001819; 18/03/1993;SITIO NOV;OLINDA;M
0001050; 20/01/2005;VARZE;RECIFE;
0001823; 18/01/1993;TORR;RECIFE;
0001825; 27/03/1991;SAO JOS;RECIFE;F
0001074; 24/02/2010;AFOGADO;RECIFE;
0001077; 03/01/2011;RIO BRANC;OLINDA;
0001079; 03/09/2001;PRAZERE;RECIFE;
0001834; 18/09/1991;IPUTING;RECIFE;
0001085; 10/07/2004;CENTR;RECIFE;
0001086; 13/07/2004;BONG;RECIFE;
0001851; 08/01/1993;CD;RECIFE;F
0001852; 19/06/1990;CORDEIR;RECIFE;
0001115; 19/11/2009;COMPORT;RECIFE;
0001123; 19/11/2009;CANAVIA;SÃO PAULO;
0001867; 14/07/1990;DOIS IRMAO;RECIFE;
0001868; 17/02/1993;JABOATAO GUARARAPES  JABOATÃO DOS GUARARAPE;0001868 17/02/1993 JABOATAO GUARARAPES  JABOATÃO DOS GUARARAPES;
0001869; 02/10/1992;SAO JOS;RECIFE;M
0001131; 19/11/2009;ILHA DO LEIT;RECIFE;
0001872; 12/02/1993;SAO JOS;RECIFE;
0001883; 26/12/1992;IMBIRIBEIR;RECIFE;
0001897; 16/04/1993;PRAD;RECIFE;
0001144; 29/08/2007;CENTR;RECIFE;
0001904; 22/03/1991;IMBIRIBEIR;RECIFE;
0001905; 26/08/1993;CAXANG;RECIFE;
0001909; 04/08/1993;CORDEIR;RECIFE;M
0001955; 22/12/1993;NUL;RECIFE;
